udi,product_id,product_variant,air_temperature_k,process_temperature_k,temp_difference_k,rotational_speed_rpm,torque_nm,power_kw,tool_wear_min,overstrain_index,machine_failure,operational_status,failure_type,twf,hdf,pwf,osf,rnf
5230,H34643,High Variant (H),303.90,313.10,9.20,1790,26.70,5.005,17,453.90,0,Healthy,No Failure,0,0,0,0,0
5231,M20090,Medium Variant (M),303.80,313.10,9.30,2117,18.60,4.123,22,409.20,0,Healthy,No Failure,0,0,0,0,0
5232,L52411,Low Variant (L),303.80,313.10,9.30,1458,42.20,6.443,25,1055.00,0,Healthy,No Failure,0,0,0,0,0
5233,L52412,Low Variant (L),303.60,312.90,9.30,1381,57.80,8.359,27,1560.60,0,Healthy,No Failure,0,0,0,0,0
5234,L52413,Low Variant (L),303.60,312.90,9.30,1450,45.30,6.879,29,1313.70,0,Healthy,No Failure,0,0,0,0,0
5235,L52414,Low Variant (L),303.70,312.90,9.20,1461,50.10,7.665,31,1553.10,0,Healthy,No Failure,0,0,0,0,0
5236,M20095,Medium Variant (M),303.70,312.90,9.20,1511,41.00,6.487,33,1353.00,0,Healthy,No Failure,0,0,0,0,0
5237,L52416,Low Variant (L),303.80,313.10,9.30,1394,45.40,6.627,36,1634.40,0,Healthy,No Failure,0,0,0,0,0
5238,L52417,Low Variant (L),303.80,313.00,9.20,1499,42.30,6.640,38,1607.40,0,Healthy,No Failure,0,0,0,0,0
5239,L52418,Low Variant (L),303.70,313.00,9.30,1457,44.10,6.729,40,1764.00,0,Healthy,No Failure,0,0,0,0,0
5240,L52419,Low Variant (L),303.70,313.00,9.30,1753,29.00,5.324,42,1218.00,0,Healthy,No Failure,0,0,0,0,0
5241,L52420,Low Variant (L),303.70,313.00,9.30,1694,28.00,4.967,44,1232.00,0,Healthy,No Failure,0,0,0,0,0
5242,L52421,Low Variant (L),303.70,313.10,9.40,1683,28.40,5.005,46,1306.40,0,Healthy,No Failure,0,0,0,0,0
5243,L52422,Low Variant (L),303.70,313.10,9.40,1496,47.40,7.426,48,2275.20,0,Healthy,No Failure,0,0,0,0,0
5244,L52423,Low Variant (L),303.70,313.10,9.40,1721,34.80,6.272,50,1740.00,0,Healthy,No Failure,0,0,0,0,0
5245,L52424,Low Variant (L),303.60,313.00,9.40,1593,31.60,5.271,52,1643.20,0,Healthy,No Failure,0,0,0,0,0
5246,L52425,Low Variant (L),303.60,313.00,9.40,1575,38.30,6.317,54,2068.20,0,Healthy,No Failure,0,0,0,0,0
5247,L52426,Low Variant (L),303.50,313.00,9.50,1465,41.00,6.290,56,2296.00,0,Healthy,No Failure,0,0,0,0,0
5248,L52427,Low Variant (L),303.60,313.10,9.50,1405,38.30,5.635,58,2221.40,0,Healthy,No Failure,0,0,0,0,0
5249,M20108,Medium Variant (M),303.50,313.00,9.50,1902,21.60,4.302,60,1296.00,0,Healthy,No Failure,0,0,0,0,0
5250,M20109,Medium Variant (M),303.40,312.90,9.50,1422,39.90,5.942,63,2513.70,0,Healthy,No Failure,0,0,0,0,0
5251,L52430,Low Variant (L),303.50,312.90,9.40,1332,52.90,7.379,66,3491.40,0,Healthy,No Failure,0,0,0,0,0
5252,M20111,Medium Variant (M),303.40,312.90,9.50,1307,54.30,7.432,68,3692.40,0,Healthy,No Failure,0,0,0,0,0
5253,L52432,Low Variant (L),303.50,313.00,9.50,1322,59.50,8.237,71,4224.50,0,Healthy,No Failure,0,0,0,0,0
5254,L52433,Low Variant (L),303.50,313.00,9.50,1547,40.30,6.529,73,2941.90,0,Healthy,No Failure,0,0,0,0,0
5255,L52434,Low Variant (L),303.50,313.10,9.60,1897,23.60,4.688,75,1770.00,0,Healthy,No Failure,0,0,0,0,0
5256,M20115,Medium Variant (M),303.50,313.00,9.50,1403,51.90,7.625,77,3996.30,0,Healthy,No Failure,0,0,0,0,0
5257,L52436,Low Variant (L),303.50,313.00,9.50,1393,51.60,7.527,80,4128.00,0,Healthy,No Failure,0,0,0,0,0
5258,L52437,Low Variant (L),303.50,313.00,9.50,1482,38.50,5.975,82,3157.00,0,Healthy,No Failure,0,0,0,0,0
5259,M20118,Medium Variant (M),303.50,312.90,9.40,1572,44.70,7.358,84,3754.80,0,Healthy,No Failure,0,0,0,0,0
5260,L52439,Low Variant (L),303.50,312.90,9.40,1544,36.90,5.966,87,3210.30,0,Healthy,No Failure,0,0,0,0,0
5261,M20120,Medium Variant (M),303.50,313.00,9.50,1492,46.10,7.203,89,4102.90,0,Healthy,No Failure,0,0,0,0,0
5262,L52441,Low Variant (L),303.40,312.80,9.40,1513,35.80,5.672,92,3293.60,0,Healthy,No Failure,0,0,0,0,0
5263,L52442,Low Variant (L),303.40,312.80,9.40,1449,43.90,6.661,94,4126.60,0,Healthy,No Failure,0,0,0,0,0
5264,L52443,Low Variant (L),303.50,312.80,9.30,1877,22.30,4.383,96,2140.80,0,Healthy,No Failure,0,0,0,0,0
5265,L52444,Low Variant (L),303.40,312.80,9.40,1376,53.40,7.695,98,5233.20,0,Healthy,No Failure,0,0,0,0,0
5266,M20125,Medium Variant (M),303.50,312.90,9.40,1883,23.30,4.594,100,2330.00,0,Healthy,No Failure,0,0,0,0,0
5267,M20126,Medium Variant (M),303.40,312.80,9.40,1518,38.70,6.152,103,3986.10,0,Healthy,No Failure,0,0,0,0,0
5268,M20127,Medium Variant (M),303.50,312.90,9.40,1438,42.80,6.445,106,4536.80,0,Healthy,No Failure,0,0,0,0,0
5269,L52448,Low Variant (L),303.40,312.90,9.50,1389,54.10,7.869,109,5896.90,0,Healthy,No Failure,0,0,0,0,0
5270,L52449,Low Variant (L),303.50,312.90,9.40,1504,44.80,7.056,111,4972.80,0,Healthy,No Failure,0,0,0,0,0
5271,L52450,Low Variant (L),303.50,312.90,9.40,1275,64.40,8.599,113,7277.20,0,Healthy,No Failure,0,0,0,0,0
5272,L52451,Low Variant (L),303.60,313.00,9.40,1534,39.70,6.377,115,4565.50,0,Healthy,No Failure,0,0,0,0,0
5273,M20132,Medium Variant (M),303.60,313.00,9.40,1396,38.20,5.584,117,4469.40,0,Healthy,No Failure,0,0,0,0,0
5274,L52453,Low Variant (L),303.60,313.10,9.50,1395,44.10,6.442,120,5292.00,0,Healthy,No Failure,0,0,0,0,0
5275,L52454,Low Variant (L),303.60,313.00,9.40,1617,30.90,5.232,122,3769.80,0,Healthy,No Failure,0,0,0,0,0
5276,L52455,Low Variant (L),303.70,313.10,9.40,1423,41.20,6.139,124,5108.80,0,Healthy,No Failure,0,0,0,0,0
5277,L52456,Low Variant (L),303.50,313.00,9.50,1606,34.00,5.718,126,4284.00,0,Healthy,No Failure,0,0,0,0,0
5278,L52457,Low Variant (L),303.50,312.90,9.40,1501,44.00,6.916,128,5632.00,0,Healthy,No Failure,0,0,0,0,0
5279,M20138,Medium Variant (M),303.50,312.90,9.40,1618,30.40,5.151,130,3952.00,0,Healthy,No Failure,0,0,0,0,0
5280,L52459,Low Variant (L),303.60,313.00,9.40,1522,35.80,5.706,133,4761.40,0,Healthy,No Failure,0,0,0,0,0
5281,L52460,Low Variant (L),303.60,312.90,9.30,1480,41.40,6.416,135,5589.00,0,Healthy,No Failure,0,0,0,0,0
5282,M20141,Medium Variant (M),303.70,313.00,9.30,1469,39.90,6.138,137,5466.30,0,Healthy,No Failure,0,0,0,0,0
5283,H34696,High Variant (H),303.80,313.20,9.40,1381,52.40,7.578,140,7336.00,0,Healthy,No Failure,0,0,0,0,0
5284,L52463,Low Variant (L),303.80,313.20,9.40,1525,41.90,6.691,145,6075.50,0,Healthy,No Failure,0,0,0,0,0
5285,M20144,Medium Variant (M),303.80,313.20,9.40,1732,29.60,5.369,147,4351.20,0,Healthy,No Failure,0,0,0,0,0
5286,L52465,Low Variant (L),303.80,313.10,9.30,1523,39.80,6.348,150,5970.00,0,Healthy,No Failure,0,0,0,0,0
5287,L52466,Low Variant (L),303.80,313.10,9.30,1422,42.40,6.314,152,6444.80,0,Healthy,No Failure,0,0,0,0,0
5288,H34701,High Variant (H),303.80,313.20,9.40,1506,46.90,7.397,154,7222.60,0,Healthy,No Failure,0,0,0,0,0
5289,L52468,Low Variant (L),303.80,313.20,9.40,1531,39.40,6.317,159,6264.60,0,Healthy,No Failure,0,0,0,0,0
5290,M20149,Medium Variant (M),303.90,313.30,9.40,1507,34.30,5.413,161,5522.30,0,Healthy,No Failure,0,0,0,0,0
5291,L52470,Low Variant (L),303.90,313.30,9.40,1526,40.70,6.504,164,6674.80,0,Healthy,No Failure,0,0,0,0,0
5292,L52471,Low Variant (L),303.80,313.30,9.50,1406,52.10,7.671,166,8648.60,0,Healthy,No Failure,0,0,0,0,0
5293,M20152,Medium Variant (M),303.90,313.30,9.40,1567,35.00,5.743,168,5880.00,0,Healthy,No Failure,0,0,0,0,0
5294,M20153,Medium Variant (M),303.90,313.40,9.50,1464,49.10,7.528,171,8396.10,0,Healthy,No Failure,0,0,0,0,0
5295,L52474,Low Variant (L),303.90,313.40,9.50,1442,48.50,7.324,174,8439.00,0,Healthy,No Failure,0,0,0,0,0
5296,L52475,Low Variant (L),303.80,313.20,9.40,1336,47.80,6.687,176,8412.80,0,Healthy,No Failure,0,0,0,0,0
5297,H34710,High Variant (H),303.80,313.20,9.40,1379,50.20,7.249,178,8935.60,0,Healthy,No Failure,0,0,0,0,0
5298,L52477,Low Variant (L),303.70,313.10,9.40,1406,48.60,7.156,183,8893.80,0,Healthy,No Failure,0,0,0,0,0
5299,M20158,Medium Variant (M),303.70,313.10,9.40,2130,18.10,4.037,185,3348.50,0,Healthy,No Failure,0,0,0,0,0
5300,L52479,Low Variant (L),303.70,313.10,9.40,1355,49.10,6.967,188,9230.80,0,Healthy,No Failure,0,0,0,0,0
5301,M20160,Medium Variant (M),303.80,313.20,9.40,1710,26.50,4.745,190,5035.00,0,Healthy,No Failure,0,0,0,0,0
5302,L52481,Low Variant (L),303.80,313.10,9.30,1309,55.80,7.649,193,10769.40,0,Healthy,No Failure,0,0,0,0,0
5303,L52482,Low Variant (L),303.90,313.10,9.20,1491,37.20,5.808,195,7254.00,0,Healthy,No Failure,0,0,0,0,0
5304,L52483,Low Variant (L),303.90,313.20,9.30,1481,44.10,6.839,197,8687.70,0,Healthy,No Failure,0,0,0,0,0
5305,L52484,Low Variant (L),303.90,313.10,9.20,1425,49.30,7.357,199,9810.70,0,Healthy,No Failure,0,0,0,0,0
5306,H34719,High Variant (H),303.90,313.20,9.30,1680,29.10,5.120,201,5849.10,0,Healthy,No Failure,0,0,0,0,0
5307,H34720,High Variant (H),304.00,313.20,9.20,1612,31.70,5.351,206,6530.20,0,Healthy,No Failure,0,0,0,0,0
5308,L52487,Low Variant (L),304.00,313.30,9.30,1530,34.80,5.576,211,7342.80,0,Healthy,No Failure,0,0,0,0,0
5309,L52488,Low Variant (L),304.00,313.20,9.20,1481,42.60,6.607,213,9073.80,0,Healthy,No Failure,0,0,0,0,0
5310,M20169,Medium Variant (M),303.90,313.20,9.30,1422,48.00,7.148,215,10320.00,1,Failed,Tool Wear,1,0,0,0,0
5311,L52490,Low Variant (L),303.80,313.00,9.20,1427,43.00,6.426,0,0.00,0,Healthy,No Failure,0,0,0,0,0
5312,H34725,High Variant (H),303.70,312.90,9.20,1460,49.80,7.614,2,99.60,0,Healthy,No Failure,0,0,0,0,0
5313,L52492,Low Variant (L),303.60,312.90,9.30,1873,23.50,4.609,7,164.50,0,Healthy,No Failure,0,0,0,0,0
5314,M20173,Medium Variant (M),303.70,312.90,9.20,1566,32.60,5.346,9,293.40,0,Healthy,No Failure,0,0,0,0,0
5315,L52494,Low Variant (L),303.60,312.80,9.20,1701,30.80,5.486,12,369.60,0,Healthy,No Failure,0,0,0,0,0
5316,L52495,Low Variant (L),303.60,312.80,9.20,1710,27.20,4.871,14,380.80,0,Healthy,No Failure,0,0,0,0,0
5317,M20176,Medium Variant (M),303.60,312.80,9.20,1689,33.10,5.854,16,529.60,0,Healthy,No Failure,0,0,0,0,0
5318,L52497,Low Variant (L),303.60,312.70,9.10,1637,32.90,5.640,19,625.10,0,Healthy,No Failure,0,0,0,0,0
5319,L52498,Low Variant (L),303.50,312.60,9.10,1496,39.00,6.110,21,819.00,0,Healthy,No Failure,0,0,0,0,0
5320,M20179,Medium Variant (M),303.50,312.70,9.20,1402,47.00,6.900,23,1081.00,0,Healthy,No Failure,0,0,0,0,0
5321,L52500,Low Variant (L),303.40,312.70,9.30,1363,45.50,6.494,26,1183.00,0,Healthy,No Failure,0,0,0,0,0
5322,M20181,Medium Variant (M),303.40,312.70,9.30,1576,49.90,8.235,28,1397.20,0,Healthy,No Failure,0,0,0,0,0
5323,M20182,Medium Variant (M),303.40,312.70,9.30,1357,55.30,7.858,31,1714.30,0,Healthy,No Failure,0,0,0,0,0
5324,M20183,Medium Variant (M),303.40,312.70,9.30,1399,48.40,7.091,34,1645.60,0,Healthy,No Failure,0,0,0,0,0
5325,M20184,Medium Variant (M),303.40,312.80,9.40,1526,30.80,4.922,37,1139.60,0,Healthy,No Failure,0,0,0,0,0
5326,L52505,Low Variant (L),303.50,312.70,9.20,1694,27.30,4.843,40,1092.00,0,Healthy,No Failure,0,0,0,0,0
5327,M20186,Medium Variant (M),303.50,312.70,9.20,1420,49.10,7.301,42,2062.20,0,Healthy,No Failure,0,0,0,0,0
5328,M20187,Medium Variant (M),303.50,312.70,9.20,2116,16.70,3.701,45,751.50,0,Healthy,No Failure,0,0,0,0,0
5329,M20188,Medium Variant (M),303.70,312.90,9.20,1406,41.90,6.169,48,2011.20,0,Healthy,No Failure,0,0,0,0,0
5330,L52509,Low Variant (L),303.70,313.00,9.30,1456,45.50,6.937,51,2320.50,0,Healthy,No Failure,0,0,0,0,0
5331,L52510,Low Variant (L),303.60,312.90,9.30,1588,31.90,5.305,53,1690.70,0,Healthy,No Failure,0,0,0,0,0
5332,L52511,Low Variant (L),303.70,312.80,9.10,1448,44.50,6.748,55,2447.50,0,Healthy,No Failure,0,0,0,0,0
5333,H34746,High Variant (H),303.60,312.70,9.10,1403,46.20,6.788,57,2633.40,0,Healthy,No Failure,0,0,0,0,0
5334,M20193,Medium Variant (M),303.50,312.60,9.10,1405,51.60,7.592,62,3199.20,0,Healthy,No Failure,0,0,0,0,0
5335,M20194,Medium Variant (M),303.40,312.60,9.20,2706,9.80,2.777,65,637.00,1,Failed,Power Failure,0,0,1,0,0
5336,M20195,Medium Variant (M),303.30,312.40,9.10,1505,38.90,6.131,68,2645.20,0,Healthy,No Failure,0,0,0,0,0
5337,L52516,Low Variant (L),303.20,312.40,9.20,1663,33.70,5.869,71,2392.70,0,Healthy,No Failure,0,0,0,0,0
5338,M20197,Medium Variant (M),303.30,312.60,9.30,1482,44.40,6.891,73,3241.20,0,Healthy,No Failure,0,0,0,0,0
5339,M20198,Medium Variant (M),303.30,312.50,9.20,1674,32.70,5.732,76,2485.20,0,Healthy,No Failure,0,0,0,0,0
5340,M20199,Medium Variant (M),303.40,312.70,9.30,1594,32.80,5.475,79,2591.20,0,Healthy,No Failure,0,0,0,0,0
5341,L52520,Low Variant (L),303.50,312.70,9.20,1393,49.30,7.192,82,4042.60,0,Healthy,No Failure,0,0,0,0,0
5342,H34755,High Variant (H),303.50,312.80,9.30,1404,55.80,8.204,84,4687.20,0,Healthy,No Failure,0,0,0,0,0
5343,M20202,Medium Variant (M),303.50,312.80,9.30,1375,45.70,6.580,89,4067.30,0,Healthy,No Failure,0,0,0,0,0
5344,L52523,Low Variant (L),303.50,312.80,9.30,1607,38.40,6.462,92,3532.80,0,Healthy,No Failure,0,0,0,0,0
5345,L52524,Low Variant (L),303.40,312.80,9.40,1360,50.80,7.235,94,4775.20,0,Healthy,No Failure,0,0,0,0,0
5346,L52525,Low Variant (L),303.50,312.80,9.30,1524,39.40,6.288,96,3782.40,0,Healthy,No Failure,0,0,0,0,0
5347,L52526,Low Variant (L),303.40,312.70,9.30,1534,35.50,5.703,98,3479.00,0,Healthy,No Failure,0,0,0,0,0
5348,L52527,Low Variant (L),303.30,312.70,9.40,1262,63.80,8.432,100,6380.00,0,Healthy,No Failure,0,0,0,0,0
5349,L52528,Low Variant (L),303.30,312.60,9.30,1623,34.60,5.881,102,3529.20,0,Healthy,No Failure,0,0,0,0,0
5350,M20209,Medium Variant (M),303.30,312.70,9.40,1642,33.60,5.778,104,3494.40,0,Healthy,No Failure,0,0,0,0,0
5351,M20210,Medium Variant (M),303.40,312.80,9.40,1622,35.10,5.962,107,3755.70,0,Healthy,No Failure,0,0,0,0,0
5352,M20211,Medium Variant (M),303.50,312.90,9.40,1530,34.50,5.528,110,3795.00,0,Healthy,No Failure,0,0,0,0,0
5353,M20212,Medium Variant (M),303.40,312.80,9.40,1590,36.30,6.044,113,4101.90,0,Healthy,No Failure,0,0,0,0,0
5354,L52533,Low Variant (L),303.40,312.70,9.30,1589,34.00,5.658,116,3944.00,0,Healthy,No Failure,0,0,0,0,0
5355,L52534,Low Variant (L),303.40,312.60,9.20,1462,37.50,5.741,118,4425.00,0,Healthy,No Failure,0,0,0,0,0
5356,H34769,High Variant (H),303.30,312.50,9.20,1328,49.80,6.926,120,5976.00,0,Healthy,No Failure,0,0,0,0,0
5357,H34770,High Variant (H),303.30,312.60,9.30,1692,29.00,5.138,125,3625.00,0,Healthy,No Failure,0,0,0,0,0
5358,L52537,Low Variant (L),303.30,312.50,9.20,1968,20.60,4.245,130,2678.00,0,Healthy,No Failure,0,0,0,0,0
5359,H34772,High Variant (H),303.30,312.60,9.30,1827,24.20,4.630,132,3194.40,0,Healthy,No Failure,0,0,0,0,0
5360,M20219,Medium Variant (M),303.30,312.60,9.30,1397,47.10,6.890,137,6452.70,0,Healthy,No Failure,0,0,0,0,0
5361,L52540,Low Variant (L),303.30,312.60,9.30,1463,44.00,6.741,140,6160.00,0,Healthy,No Failure,0,0,0,0,0
5362,L52541,Low Variant (L),303.30,312.70,9.40,1643,30.70,5.282,142,4359.40,0,Healthy,No Failure,0,0,0,0,0
5363,L52542,Low Variant (L),303.20,312.60,9.40,1281,57.00,7.646,144,8208.00,0,Healthy,No Failure,0,0,0,0,0
5364,L52543,Low Variant (L),303.20,312.50,9.30,1518,39.90,6.343,146,5825.40,0,Healthy,No Failure,0,0,0,0,0
5365,L52544,Low Variant (L),303.20,312.60,9.40,1601,35.30,5.918,148,5224.40,0,Healthy,No Failure,0,0,0,0,0
5366,L52545,Low Variant (L),303.10,312.60,9.50,1548,36.40,5.901,150,5460.00,0,Healthy,No Failure,0,0,0,0,0
5367,H34780,High Variant (H),303.10,312.60,9.50,1404,40.60,5.969,152,6171.20,0,Healthy,No Failure,0,0,0,0,0
5368,M20227,Medium Variant (M),303.10,312.50,9.40,1766,26.70,4.938,157,4191.90,0,Healthy,No Failure,0,0,0,0,0
5369,M20228,Medium Variant (M),303.10,312.50,9.40,1667,30.00,5.237,160,4800.00,0,Healthy,No Failure,0,0,0,0,0
5370,H34783,High Variant (H),303.00,312.50,9.50,1507,37.90,5.981,163,6177.70,0,Healthy,No Failure,0,0,0,0,0
5371,H34784,High Variant (H),303.00,312.40,9.40,1627,37.10,6.321,168,6232.80,0,Healthy,No Failure,0,0,0,0,0
5372,L52551,Low Variant (L),302.90,312.30,9.40,1435,47.70,7.168,173,8252.10,0,Healthy,No Failure,0,0,0,0,0
5373,H34786,High Variant (H),302.90,312.30,9.40,1509,46.80,7.395,175,8190.00,0,Healthy,No Failure,0,0,0,0,0
5374,M20233,Medium Variant (M),302.90,312.30,9.40,1809,25.00,4.736,180,4500.00,0,Healthy,No Failure,0,0,0,0,0
5375,L52554,Low Variant (L),302.90,312.30,9.40,1515,40.80,6.473,183,7466.40,0,Healthy,No Failure,0,0,0,0,0
5376,L52555,Low Variant (L),302.90,312.30,9.40,1530,34.90,5.592,185,6456.50,0,Healthy,No Failure,0,0,0,0,0
5377,H34790,High Variant (H),302.80,312.30,9.50,1336,57.50,8.045,187,10752.50,0,Healthy,No Failure,0,0,0,0,0
5378,L52557,Low Variant (L),302.90,312.40,9.50,2030,19.10,4.060,192,3667.20,0,Healthy,No Failure,0,0,0,0,0
5379,L52558,Low Variant (L),302.90,312.40,9.50,1550,36.90,5.989,194,7158.60,0,Healthy,No Failure,0,0,0,0,0
5380,L52559,Low Variant (L),302.90,312.40,9.50,1446,41.70,6.314,196,8173.20,0,Healthy,No Failure,0,0,0,0,0
5381,L52560,Low Variant (L),302.80,312.30,9.50,1494,37.50,5.867,198,7425.00,0,Healthy,No Failure,0,0,0,0,0
5382,L52561,Low Variant (L),302.80,312.40,9.60,1651,27.00,4.668,200,5400.00,0,Healthy,No Failure,0,0,0,0,0
5383,L52562,Low Variant (L),302.90,312.40,9.50,1698,33.80,6.010,202,6827.60,0,Healthy,No Failure,0,0,0,0,0
5384,L52563,Low Variant (L),302.80,312.30,9.50,1504,40.30,6.347,204,8221.20,0,Healthy,No Failure,0,0,0,0,0
5385,M20244,Medium Variant (M),302.90,312.40,9.50,1421,46.00,6.845,206,9476.00,0,Healthy,No Failure,0,0,0,0,0
5386,H34799,High Variant (H),302.90,312.30,9.40,1754,26.90,4.941,209,5622.10,0,Healthy,No Failure,0,0,0,0,0
5387,L52566,Low Variant (L),302.90,312.20,9.30,1469,42.00,6.461,214,8988.00,0,Healthy,No Failure,0,0,0,0,0
5388,L52567,Low Variant (L),302.80,312.20,9.40,1433,50.00,7.503,216,10800.00,0,Healthy,No Failure,0,0,0,0,0
5389,M20248,Medium Variant (M),302.80,312.30,9.50,1432,49.00,7.348,218,10682.00,0,Healthy,No Failure,0,0,0,0,0
5390,L52569,Low Variant (L),302.80,312.30,9.50,1366,49.10,7.024,221,10851.10,0,Healthy,No Failure,0,0,0,0,0
5391,H34804,High Variant (H),302.80,312.30,9.50,1483,47.20,7.330,223,10525.60,0,Healthy,No Failure,0,0,0,0,0
5392,L52571,Low Variant (L),302.70,312.20,9.50,1572,34.40,5.663,228,7843.20,0,Healthy,No Failure,0,0,0,0,0
5393,L52572,Low Variant (L),302.80,312.20,9.40,1481,40.20,6.235,230,9246.00,0,Healthy,No Failure,0,0,0,0,0
5394,L52573,Low Variant (L),302.80,312.30,9.50,1473,42.60,6.571,232,9883.20,0,Healthy,No Failure,0,0,0,0,0
5395,M20254,Medium Variant (M),302.80,312.30,9.50,1262,70.50,9.317,234,16497.00,1,Failed,"Power Failure, Overstrain",0,0,1,1,0
5396,L52575,Low Variant (L),302.80,312.40,9.60,1529,36.80,5.892,237,8721.60,0,Healthy,No Failure,0,0,0,0,0
5397,L52576,Low Variant (L),302.80,312.40,9.60,1523,39.70,6.332,239,9488.30,0,Healthy,No Failure,0,0,0,0,0
5398,M20257,Medium Variant (M),302.80,312.30,9.50,1416,42.70,6.332,241,10290.70,0,Healthy,No Failure,0,0,0,0,0
5399,L52578,Low Variant (L),302.90,312.40,9.50,1923,23.90,4.813,244,5831.60,0,Healthy,No Failure,0,0,0,0,0
5400,H34813,High Variant (H),302.80,312.40,9.60,1411,53.80,7.949,246,13234.80,1,Failed,Overstrain,0,0,0,1,0
5401,L52580,Low Variant (L),302.70,312.40,9.70,1477,46.30,7.161,251,11621.30,1,Failed,Overstrain,0,0,0,1,0
5402,M20261,Medium Variant (M),302.60,312.30,9.70,1454,54.80,8.344,253,13864.40,1,Failed,"Overstrain, Tool Wear",1,0,0,1,0
5403,L52582,Low Variant (L),302.70,312.30,9.60,1421,48.50,7.217,0,0.00,0,Healthy,No Failure,0,0,0,0,0
5404,L52583,Low Variant (L),302.70,312.30,9.60,1858,25.40,4.942,2,50.80,0,Healthy,No Failure,0,0,0,0,0
5405,H34818,High Variant (H),302.80,312.50,9.70,1422,46.10,6.865,4,184.40,0,Healthy,No Failure,0,0,0,0,0
5406,L52585,Low Variant (L),302.70,312.40,9.70,1444,48.70,7.364,9,438.30,0,Healthy,No Failure,0,0,0,0,0
5407,L52586,Low Variant (L),302.70,312.40,9.70,1360,47.80,6.808,11,525.80,0,Healthy,No Failure,0,0,0,0,0
5408,L52587,Low Variant (L),302.70,312.40,9.70,1954,24.80,5.075,13,322.40,0,Healthy,No Failure,0,0,0,0,0
5409,L52588,Low Variant (L),302.60,312.40,9.80,1628,33.00,5.626,15,495.00,0,Healthy,No Failure,0,0,0,0,0
5410,L52589,Low Variant (L),302.70,312.40,9.70,1433,44.20,6.633,17,751.40,0,Healthy,No Failure,0,0,0,0,0
5411,M20270,Medium Variant (M),302.70,312.50,9.80,1417,51.50,7.642,19,978.50,0,Healthy,No Failure,0,0,0,0,0
5412,L52591,Low Variant (L),302.80,312.60,9.80,1462,39.40,6.032,22,866.80,0,Healthy,No Failure,0,0,0,0,0
5413,L52592,Low Variant (L),302.90,312.60,9.70,1328,59.90,8.330,24,1437.60,0,Healthy,No Failure,0,0,0,0,0
5414,H34827,High Variant (H),302.70,312.50,9.80,1527,36.40,5.821,26,946.40,0,Healthy,No Failure,0,0,0,0,0
5415,L52594,Low Variant (L),302.60,312.30,9.70,1534,34.30,5.510,31,1063.30,0,Healthy,No Failure,0,0,0,0,0
5416,M20275,Medium Variant (M),302.60,312.40,9.80,1410,50.30,7.427,33,1659.90,0,Healthy,No Failure,0,0,0,0,0
5417,L52596,Low Variant (L),302.60,312.30,9.70,1660,30.30,5.267,36,1090.80,0,Healthy,No Failure,0,0,0,0,0
5418,L52597,Low Variant (L),302.60,312.40,9.80,1386,45.80,6.647,38,1740.40,0,Healthy,No Failure,0,0,0,0,0
5419,L52598,Low Variant (L),302.60,312.40,9.80,1398,41.60,6.090,40,1664.00,0,Healthy,No Failure,0,0,0,0,0
5420,L52599,Low Variant (L),302.60,312.30,9.70,1321,53.40,7.387,42,2242.80,0,Healthy,No Failure,0,0,0,0,0
5421,L52600,Low Variant (L),302.60,312.30,9.70,1512,34.20,5.415,44,1504.80,0,Healthy,No Failure,0,0,0,0,0
5422,M20281,Medium Variant (M),302.60,312.30,9.70,1566,36.60,6.002,46,1683.60,0,Healthy,No Failure,0,0,0,0,0
5423,M20282,Medium Variant (M),302.70,312.40,9.70,1422,44.50,6.627,49,2180.50,0,Healthy,No Failure,0,0,0,0,0
5424,L52603,Low Variant (L),302.60,312.30,9.70,1647,31.80,5.485,52,1653.60,0,Healthy,No Failure,0,0,0,0,0
5425,L52604,Low Variant (L),302.60,312.20,9.60,1377,45.50,6.561,54,2457.00,0,Healthy,No Failure,0,0,0,0,0
5426,L52605,Low Variant (L),302.50,312.20,9.70,1775,27.90,5.186,56,1562.40,0,Healthy,No Failure,0,0,0,0,0
5427,L52606,Low Variant (L),302.60,312.30,9.70,1554,42.00,6.835,58,2436.00,0,Healthy,No Failure,0,0,0,0,0
5428,L52607,Low Variant (L),302.70,312.40,9.70,1423,51.90,7.734,60,3114.00,0,Healthy,No Failure,0,0,0,0,0
5429,L52608,Low Variant (L),302.70,312.40,9.70,1453,47.30,7.197,62,2932.60,0,Healthy,No Failure,0,0,0,0,0
5430,L52609,Low Variant (L),302.80,312.40,9.60,1590,34.40,5.728,64,2201.60,0,Healthy,No Failure,0,0,0,0,0
5431,L52610,Low Variant (L),302.80,312.50,9.70,1694,28.40,5.038,66,1874.40,0,Healthy,No Failure,0,0,0,0,0
5432,L52611,Low Variant (L),302.80,312.50,9.70,1462,43.40,6.645,68,2951.20,0,Healthy,No Failure,0,0,0,0,0
5433,L52612,Low Variant (L),302.80,312.40,9.60,1392,46.20,6.735,70,3234.00,0,Healthy,No Failure,0,0,0,0,0
5434,L52613,Low Variant (L),302.90,312.50,9.60,1550,45.50,7.385,72,3276.00,0,Healthy,No Failure,0,0,0,0,0
5435,L52614,Low Variant (L),302.90,312.50,9.60,1629,30.40,5.186,74,2249.60,0,Healthy,No Failure,0,0,0,0,0
